row_id,date,time,events,platforms,format,state,published_ids,caption,hashtags,caption_x,link_fb,link_ig,utm_campaign,utm_content,asset_files,manual_reason,notes
MC-08,2026-09-04,17:00,MC,"ig,fb","Carousel, 3 slides",pending,,"""Fantastic people & fantastic vibes. Great fun.""
- Luke

""Good networking opportunities!""
- Jeff

""A night to remember!""
- Alex

That's the whole goal. Not a viral night. Not a party. Just a room where you can actually talk to someone.

September 8, Marion Court Room, Lancaster.",#LancasterDating #LancasterEvents #IRLDating #SparkDate,"""Fantastic people & fantastic vibes. Great fun."" - Luke ""Good networking opportunities!"" - Jeff ""A night to remember!"" - Alex That's the whole goal. Not a viral night. Not a party. Just a room where you can actually talk to someone. September 8, Marion...",https://sparkdate.date/lp?eventId=WUaooYvOq0eC0D1QVCvQ&utm_source=Facebook&utm_medium=social&utm_campaign=MC_202609&utm_content=MC-08,https://sparkdate.date/lp?eventId=WUaooYvOq0eC0D1QVCvQ&utm_source=Instagram&utm_medium=social&utm_campaign=MC_202609&utm_content=MC-08,MC_202609,MC-08,,,Text-only quote card. UPGRADE if Aug 26/31 produced a 2nd testimonial.
MC-09,2026-09-05,16:00,MC,"ig,fb","Carousel, 5 slides",pending,,"The apps are good at matching. That part works.

What nobody solved is the part after - the two weeks of texting, the plan that never gets made, the conversation that just stops.

So we host the meeting. That's the entire business.

September 8, Lancaster. Link in bio.",#LancasterDating #SingleInLancaster #DatingAppFatigue #SparkDate,"The apps are good at matching. That part works. What nobody solved is the part after - the two weeks of texting, the plan that never gets made, the conversation that just stops. So we host the meeting. That's the entire business. September 8, Lancaster.",https://sparkdate.date/lp?eventId=WUaooYvOq0eC0D1QVCvQ&utm_source=Facebook&utm_medium=social&utm_campaign=MC_202609&utm_content=MC-09,https://sparkdate.date/lp?eventId=WUaooYvOq0eC0D1QVCvQ&utm_source=Instagram&utm_medium=social&utm_campaign=MC_202609&utm_content=MC-09,MC_202609,MC-09,,,Design-only.
MC-10,2026-09-06,16:00,MC,"ig,fb","Carousel, 5 slides",pending,,"The practical stuff, since people ask:

Come as you are - nobody's in a suit. Doors at 6:30, and it's worth being there for the start. Downtown Lancaster, parking nearby. Hosts run the room, so you're never stranded in a corner or stuck in one conversation you can't get out of.

That's it. You just show up.

September 8, Marion Court Room. Link in bio.",#LancasterDating #LancasterEvents #SpeedDating #SparkDate,"The practical stuff, since people ask: Come as you are - nobody's in a suit. Doors at 6:30, and it's worth being there for the start. Downtown Lancaster, parking nearby.",https://sparkdate.date/lp?eventId=WUaooYvOq0eC0D1QVCvQ&utm_source=Facebook&utm_medium=social&utm_campaign=MC_202609&utm_content=MC-10,https://sparkdate.date/lp?eventId=WUaooYvOq0eC0D1QVCvQ&utm_source=Instagram&utm_medium=social&utm_campaign=MC_202609&utm_content=MC-10,MC_202609,MC-10,,,BLOCKER: confirm Marion Court parking + entrance specifics before this posts.
LX-11,2026-09-07,09:00,LX,"ig,fb","Carousel, 3 slides",pending,,"Early bird for September 22 ends tonight.

$24.99 today. $29.99 tomorrow. Loxley's, patio bar, Lancaster, 6:30 to 8:30.

Link in bio.",#LancasterDating #LancasterEvents #EarlyBird #SparkDate,"Early bird for September 22 ends tonight. $24.99 today. $29.99 tomorrow. Loxley's, patio bar, Lancaster, 6:30 to 8:30. Link in bio.",https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Facebook&utm_medium=social&utm_campaign=LX_202609&utm_content=LX-11,https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Instagram&utm_medium=social&utm_campaign=LX_202609&utm_content=LX-11,LX_202609,LX-11,,,PIN TO PROFILE for the day. BLOCKER: Eventbrite early bird must be moved from Sep 1 to Sep 7.
MC-12,2026-09-07,18:30,MC,"fb,ig_story",Single image + Story,pending,,"Tomorrow. 6:30. Marion Court Room, Lancaster.

Last call - link in bio.",#LancasterDating #LancasterEvents #SparkDate,"Tomorrow. 6:30. Marion Court Room, Lancaster. Last call - link in bio.",https://sparkdate.date/lp?eventId=WUaooYvOq0eC0D1QVCvQ&utm_source=Facebook&utm_medium=social&utm_campaign=MC_202609&utm_content=MC-12,https://sparkdate.date/lp?eventId=WUaooYvOq0eC0D1QVCvQ&utm_source=Instagram&utm_medium=social&utm_campaign=MC_202609&utm_content=MC-12,MC_202609,MC-12,,,"Tightest day in the plan - two events, nine hours apart."
MC-13,2026-09-08,09:00,MC,"ig,fb",Single image,pending,,"Tonight. Doors at 6:30. Marion Court Room, Lancaster.

See you there.",#LancasterDating #LancasterEvents #SparkDate,"Tonight. Doors at 6:30. Marion Court Room, Lancaster. See you there.",https://sparkdate.date/lp?eventId=WUaooYvOq0eC0D1QVCvQ&utm_source=Facebook&utm_medium=social&utm_campaign=MC_202609&utm_content=MC-13,https://sparkdate.date/lp?eventId=WUaooYvOq0eC0D1QVCvQ&utm_source=Instagram&utm_medium=social&utm_campaign=MC_202609&utm_content=MC-13,MC_202609,MC-13,,,EVENT DAY.
MC-14,2026-09-08,6:30-9:00 PM,MC,ig_story,Story frames x6-8,pending,,"Live: door, room filling, wide shot once going, the bar, one detail.",#LancasterDating #LancasterEvents #SparkDate,"Live: door, room filling, wide shot once going, the bar, one detail.",,https://sparkdate.date/lp?eventId=WUaooYvOq0eC0D1QVCvQ&utm_source=Instagram&utm_medium=social&utm_campaign=MC_202609&utm_content=MC-14,MC_202609,MC-14,,,CAPTURE PRIORITY: releases at check-in + 3-5 on-camera testimonials.
MC-15,2026-09-09,12:30,"MC,LX","ig,fb","Carousel, 3 slides",pending,,"Last night at Marion Court.

[REAL NUMBER] people in a room on a Tuesday, in person, talking to each other. Thanks to everyone who came out.

Next one's Loxley's - September 22, patio bar, Lancaster. Early bird's done, $29.99 from here.

Link in bio.",#LancasterDating #LancasterEvents #SparkDate,"Last night at Marion Court. [REAL NUMBER] people in a room on a Tuesday, in person, talking to each other. Thanks to everyone who came out. Next one's Loxley's - September 22, patio bar, Lancaster. Early bird's done, $29.99 from here. Link in bio.",https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Facebook&utm_medium=social&utm_campaign=MC-LX_202609&utm_content=MC-15,https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Instagram&utm_medium=social&utm_campaign=MC-LX_202609&utm_content=MC-15,MC-LX_202609,MC-15,,,[REAL NUMBER] = counted check-in figure or CUT THE LINE.
LX-16,2026-09-10,18:00,LX,"ig,fb",Reel,pending,,"Here's where September 22 happens.

Loxley's, patio bar, Lancaster. Open air, room to move, and a bar that's open the whole time.

6:30 to 8:30. $29.99. Link in bio.",#LancasterDating #LancasterEvents #LancasterNightlife #SparkDate,"Here's where September 22 happens. Loxley's, patio bar, Lancaster. Open air, room to move, and a bar that's open the whole time. 6:30 to 8:30. $29.99. Link in bio.",https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Facebook&utm_medium=social&utm_campaign=LX_202609&utm_content=LX-16,https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Instagram&utm_medium=social&utm_campaign=LX_202609&utm_content=LX-16,LX_202609,LX-16,,,BLOCKER: shoot the patio B-roll before this date. Sep 15 and Sep 20 reuse the frames.
LX-17,2026-09-12,16:00,LX,"ig,fb","Carousel, 5 slides",pending,,"Who comes to these:

Not a party crowd. Not a bar scene. Lancaster people, mostly late twenties through forties, who'd rather spend one evening meeting someone in person than six months not-quite-texting them.

Thirty people. That's the cap, and it's the point.

September 22, Loxley's. Link in bio.",#LancasterDating #SingleInLancaster #LancasterEvents #SparkDate,"Who comes to these: Not a party crowd. Not a bar scene. Lancaster people, mostly late twenties through forties, who'd rather spend one evening meeting someone in person than six months not-quite-texting them. Thirty people.",https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Facebook&utm_medium=social&utm_campaign=LX_202609&utm_content=LX-17,https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Instagram&utm_medium=social&utm_campaign=LX_202609&utm_content=LX-17,LX_202609,LX-17,,,IMG_8862 is NOT Lancaster - never caption it as the venue.
LX-18,2026-09-14,16:00,LX,"ig,fb","Carousel, 6 slides",pending,,"No profiles. No swiping. No ""sorry, crazy week"" texts.

Just a room of people who showed up to meet. Hosts run it so nobody gets stranded. You talk to people. If something clicks, you follow up.

September 22, Loxley's, Lancaster. $29.99.",#LancasterDating #IRLDating #SpeedDating #SparkDate,"No profiles. No swiping. No ""sorry, crazy week"" texts. Just a room of people who showed up to meet. Hosts run it so nobody gets stranded. You talk to people. If something clicks, you follow up. September 22, Loxley's, Lancaster. $29.99.",https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Facebook&utm_medium=social&utm_campaign=LX_202609&utm_content=LX-18,https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Instagram&utm_medium=social&utm_campaign=LX_202609&utm_content=LX-18,LX_202609,LX-18,,,Sunday carousels save and share well.
LX-19,2026-09-15,12:30,LX,"ig,fb","Carousel, 3 slides",pending,,"One week out.

Tuesday, September 22. Loxley's, patio bar, Lancaster. Doors at 6:30.

Thirty people, and that's the cap. $29.99.

Link in bio.",#LancasterDating #SingleInLancaster #LancasterEvents #SparkDate,"One week out. Tuesday, September 22. Loxley's, patio bar, Lancaster. Doors at 6:30. Thirty people, and that's the cap. $29.99. Link in bio.",https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Facebook&utm_medium=social&utm_campaign=LX_202609&utm_content=LX-19,https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Instagram&utm_medium=social&utm_campaign=LX_202609&utm_content=LX-19,LX_202609,LX-19,,,No deadline lever left. The cap is the only honest scarcity - do not invent a tickets-left number.
LX-20,2026-09-16,12:30,LX,"ig,fb","Carousel, 3 slides",pending,,"""Everyone was so lively and some of us connected so well we chatted well into the evening.""
- Molly

""Cool Atmosphere!""
- James

That's what the ticket is actually for. Not a gimmick, not a party. A room where you can hear yourself think and someone across from you is there for the same reason.

September 22, Loxley's.",#LancasterDating #LancasterEvents #SparkDate,"""Everyone was so lively and some of us connected so well we chatted well into the evening."" - Molly ""Cool Atmosphere!"" - James That's what the ticket is actually for. Not a gimmick, not a party. A room where you can hear yourself think and someone...",https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Facebook&utm_medium=social&utm_campaign=LX_202609&utm_content=LX-20,https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Instagram&utm_medium=social&utm_campaign=LX_202609&utm_content=LX-20,LX_202609,LX-20,,,Quang's 2nd and FINAL outing in 30 days. Replace if Sep 8 produced a testimonial.
LX-21,2026-09-17,17:00,LX,"ig,fb",Reel,pending,,"You're already paying for dating. A subscription, a boost, the occasional coffee with someone you'd known for three weeks by text and had nothing to say to in person.

One evening. Thirty people. Everyone in the room is there on purpose.

September 22, Loxley's, Lancaster. $29.99.",#LancasterDating #DatingApps #LancasterEvents #SparkDate,"You're already paying for dating. A subscription, a boost, the occasional coffee with someone you'd known for three weeks by text and had nothing to say to in person. One evening. Thirty people. Everyone in the room is there on purpose.",https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Facebook&utm_medium=social&utm_campaign=LX_202609&utm_content=LX-21,https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Instagram&utm_medium=social&utm_campaign=LX_202609&utm_content=LX-21,LX_202609,LX-21,,,DO NOT cite a subscription price you haven't verified - keep it qualitative.
LX-22,2026-09-19,19:00,LX,"ig,fb","Carousel, 4 slides",pending,,"You don't have to walk in alone. Most people don't.

Bring a friend. Split the nerves, double the people you actually end up talking to, and have someone to debrief with on the way out.

Two-for-one tickets are live. September 22, Loxley's, Lancaster.",#LancasterDating #SingleInLancaster #LancasterEvents #SparkDate,"You don't have to walk in alone. Most people don't. Bring a friend. Split the nerves, double the people you actually end up talking to, and have someone to debrief with on the way out. Two-for-one tickets are live. September 22, Loxley's, Lancaster.",https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Facebook&utm_medium=social&utm_campaign=LX_202609&utm_content=LX-22,https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Instagram&utm_medium=social&utm_campaign=LX_202609&utm_content=LX-22,LX_202609,LX-22,,,BEST-CONVERTING OFFER. BLOCKER: 2-for-1 ticket type must be live in Eventbrite first.  ** DECIDED Aug 19 - PULLED: substitute from IMG_8859/8861/8862/8865/9001/9004/9005. **
LX-23,2026-09-20,16:00,LX,"ig,fb","Carousel, 3 slides",pending,,"Two days.

If you've been watching these go by thinking ""next time"" - this is next time. September 22, Loxley's, patio bar, 6:30.

Last tickets in bio.",#LancasterDating #LancasterEvents #SparkDate,"Two days. If you've been watching these go by thinking ""next time"" - this is next time. September 22, Loxley's, patio bar, 6:30. Last tickets in bio.",https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Facebook&utm_medium=social&utm_campaign=LX_202609&utm_content=LX-23,https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Instagram&utm_medium=social&utm_campaign=LX_202609&utm_content=LX-23,LX_202609,LX-23,,,Clean and simple - no new concepts.
LX-24,2026-09-21,18:30,LX,"fb,ig_story",Single image + Story,pending,,"Tomorrow. 6:30. Loxley's, Lancaster.

Last call - link in bio.",#LancasterPA #LancasterEvents #SingleInLancaster #DowntownLancaster #LancasterNightlife #IRLDating #DatingAppFatigue #MeetInPerson #LancasterSingles #SpeedDating,"Tomorrow. 6:30. Loxley's, Lancaster. Last call - link in bio.",https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Facebook&utm_medium=social&utm_campaign=LX_202609&utm_content=LX-24,https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Instagram&utm_medium=social&utm_campaign=LX_202609&utm_content=LX-24,LX_202609,LX-24,,,Design-only. Nothing else on the card.
LX-25,2026-09-22,09:00,LX,"ig,fb",Single image,pending,,"Tonight. Doors at 6:30. Loxley's, Lancaster. See you there.",#LancasterPA #LancasterEvents #SingleInLancaster #DowntownLancaster #LancasterNightlife #IRLDating #DatingAppFatigue #MeetInPerson #LancasterSingles #SpeedDating,"Tonight. Doors at 6:30. Loxley's, Lancaster. See you there.",https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Facebook&utm_medium=social&utm_campaign=LX_202609&utm_content=LX-25,https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Instagram&utm_medium=social&utm_campaign=LX_202609&utm_content=LX-25,LX_202609,LX-25,,,EVENT DAY.
LX-26,2026-09-22,6:30-9:00 PM,LX,ig_story,Story frames x6-8,pending,,"Live: door, patio filling, wide shot, the bar, one detail.",#LancasterDating #LancasterEvents #SingleInLancaster #LancasterNightlife #SparkDate,"Live: door, patio filling, wide shot, the bar, one detail.",,https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Instagram&utm_medium=social&utm_campaign=LX_202609&utm_content=LX-26,LX_202609,LX-26,,,Releases at check-in. 3-5 on-camera testimonials.
LX-27,2026-09-23,12:30,LX,"ig,fb","Carousel, 3 slides",pending,,"Last night at Loxley's.

That's five events since June. [REAL NUMBER] people last night, on a Tuesday, on a patio, meeting each other in person.

Thanks to everyone who came out. Next one's already in the works - follow to hear about it first.",#LancasterDating #LancasterEvents #SparkDate,"Last night at Loxley's. That's five events since June. [REAL NUMBER] people last night, on a Tuesday, on a patio, meeting each other in person. Thanks to everyone who came out. Next one's already in the works - follow to hear about it first.",https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Facebook&utm_medium=social&utm_campaign=LX_202609&utm_content=LX-27,https://sparkdate.date/lp?eventId=KL4onXm7hJbqiwI9quAZ&utm_source=Instagram&utm_medium=social&utm_campaign=LX_202609&utm_content=LX-27,LX_202609,LX-27,,,[REAL NUMBER] needed. FLAG: 'five events since June' may be six - confirm the count.
